actionNumber,actionType,clock,description,isFieldGoal,location,period,personId,playerName,playerNameI,pointsTotal,scoreAway,scoreHome,shotDistance,shotResult,subType,teamId,teamTricode,videoAvailable,xLegacy,yLegacy,video_url,video_id,data_split_id,delexicalized_description,players_in_description,action_type_code
23.0,Defensive Rebound,PT09M49.00S,DeRozan REBOUND (Off:0 Def:1),0.0,h,1.0,201942.0,DeRozan,D. DeRozan,0.0,,,0.0,,Unknown,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/23/f092b27a-4bf7-005e-11f5-18609f69e81e_1280x720.mp4,28230,train-28230,PLAYER201942 DEFENSIVE REBOUND ,PLAYER201942,action135
24.0,Made Shot,PT09M36.00S,DeRozan 14' Step Back Jump Shot (2 PTS),1.0,h,1.0,201942.0,DeRozan,D. DeRozan,14.0,8,6,14.0,Made,Step Back Jump shot,1610612759.0,SAS,1.0,-89.0,109.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/24/dd0343d9-7957-f61e-0d92-d6ac8c078beb_1280x720.mp4,28231,train-28231,PLAYER201942 14' Step Back Jump Shot ,PLAYER201942,action80
26.0,Made Shot,PT09M15.00S,James 17' Step Back Jump Shot (4 PTS),1.0,v,1.0,2544.0,James,L. James,16.0,10,6,17.0,Made,Step Back Jump shot,1610612747.0,LAL,1.0,153.0,83.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/26/34e14e26-7932-2249-df3e-d9846f7329eb_1280x720.mp4,28232,train-28232,PLAYER2544 17' Step Back Jump Shot ,PLAYER2544,action80
27.0,Foul,PT09M02.00S,Kuzma P.FOUL (P1.T2) (J.Capers),0.0,v,1.0,1628398.0,Kuzma,K. Kuzma,0.0,,,0.0,,Personal,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/27/99871c9b-aa26-02f8-aad3-0a7099dd87ff_1280x720.mp4,28233,train-28233,PLAYER1628398 P.FOUL ,PLAYER1628398,action16
29.0,Turnover,PT09M01.00S,Forbes Bad Pass Turnover (P1.T1),0.0,h,1.0,1627854.0,Forbes,B. Forbes,0.0,,,0.0,,Bad Pass,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/29/ff62ae5e-67d7-598c-0631-a2de44e48882_1280x720.mp4,28234,train-28234,PLAYER1627854 Bad Pass Turnover ,PLAYER1627854,action143
31.0,Made Shot,PT08M57.00S,Hart 2' Running Dunk (2 PTS),1.0,v,1.0,1628404.0,Hart,J. Hart,18.0,12,6,2.0,Made,Running Dunk Shot,1610612747.0,LAL,1.0,-15.0,16.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/31/4400e928-ab51-9bb6-d21b-0cea57d1eaf9_1280x720.mp4,28235,train-28235,PLAYER1628404 2' Running Dunk ,PLAYER1628404,action72
32.0,Missed Shot,PT08M33.00S,MISS Aldridge 12' Pullup Jump Shot,1.0,h,1.0,200746.0,Aldridge,L. Aldridge,0.0,,,12.0,Missed,Pullup Jump shot,1610612759.0,SAS,1.0,122.0,-1.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/32/b0a6e4a5-bd18-52f2-e1d4-693dd91fe693_1280x720.mp4,28236,train-28236,MISS PLAYER200746 12' Pullup Jump Shot,PLAYER200746,action111
33.0,Defensive Rebound,PT08M28.00S,Ball REBOUND (Off:0 Def:1),0.0,v,1.0,1628366.0,Ball,L. Ball,0.0,,,0.0,,Unknown,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/33/a2feb124-18be-98df-3692-3ee12891cabf_1280x720.mp4,28237,train-28237,PLAYER1628366 DEFENSIVE REBOUND ,PLAYER1628366,action135
34.0 </> 35.0,Missed Shot </> Defensive Rebound,PT08M25.00S </> PT08M23.00S,MISS McGee 1' Driving Finger Roll Layup </> Aldridge REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,201580.0 </> 200746.0,McGee </> Aldridge,J. McGee </> L. Aldridge,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Finger Roll Layup Shot </> Unknown,1610612747.0 </> 1610612759.0,LAL </> SAS,1.0 </> 1.0,2.0 </> 0.0,-5.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/34/1b801b95-0a77-c985-06de-7534fd97e04a_1280x720.mp4 ,28238 </> 28239,train-28238 </> train-28239,MISS PLAYER201580 1' Driving Finger Roll Layup </> PLAYER200746 DEFENSIVE REBOUND ,PLAYER201580 </> PLAYER200746,action95 </> action135
34.0 </> 35.0,Missed Shot </> Defensive Rebound,PT08M25.00S </> PT08M23.00S,MISS McGee 1' Driving Finger Roll Layup </> Aldridge REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,201580.0 </> 200746.0,McGee </> Aldridge,J. McGee </> L. Aldridge,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Finger Roll Layup Shot </> Unknown,1610612747.0 </> 1610612759.0,LAL </> SAS,1.0 </> 1.0,2.0 </> 0.0,-5.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/35/0a1377ce-5933-82d3-5cfc-d480f3628692_1280x720.mp4,28238 </> 28239,train-28238 </> train-28239,MISS PLAYER201580 1' Driving Finger Roll Layup </> PLAYER200746 DEFENSIVE REBOUND ,PLAYER201580 </> PLAYER200746,action95 </> action135
36.0,Made Shot,PT08M10.00S,Aldridge 7' Turnaround Jump Shot (4 PTS),1.0,h,1.0,200746.0,Aldridge,L. Aldridge,20.0,12,8,7.0,Made,Turnaround Jump Shot,1610612759.0,SAS,1.0,67.0,-8.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/36/713d4328-24f9-d27e-cbe5-c5199f608ae5_1280x720.mp4,28240,train-28240,PLAYER200746 7' Turnaround Jump Shot ,PLAYER200746,action87
37.0,Turnover,PT08M01.00S,James Bad Pass Turnover (P1.T2),0.0,v,1.0,2544.0,James,L. James,0.0,,,0.0,,Bad Pass,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/37/1037b166-1a4c-ddcd-88e0-abc8cec2b4f7_1280x720.mp4,28241,train-28241,PLAYER2544 Bad Pass Turnover ,PLAYER2544,action143
39.0,Made Shot,PT07M49.00S,Forbes 6' Driving Floating Jump Shot (4 PTS) (Aldridge 1 AST),1.0,h,1.0,1627854.0,Forbes,B. Forbes,22.0,12,10,6.0,Made,Driving Floating Jump Shot,1610612759.0,SAS,1.0,0.0,58.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/39/e65044c0-da0d-4550-aaa3-964328b30a13_1280x720.mp4,28242,train-28242,PLAYER1627854 6' Driving Floating Jump Shot (PLAYER200746 AST),PLAYER1627854 PLAYER200746,action51
41.0,Missed Shot,PT07M41.00S,MISS Ball 20' Pullup Jump Shot,1.0,v,1.0,1628366.0,Ball,L. Ball,0.0,,,20.0,Missed,Pullup Jump shot,1610612747.0,LAL,1.0,117.0,164.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/41/84c312df-80e0-6ec0-5e1e-b662e53d7a18_1280x720.mp4,28243,train-28243,MISS PLAYER1628366 20' Pullup Jump Shot,PLAYER1628366,action111
42.0,Defensive Rebound,PT07M41.00S,Bertans REBOUND (Off:0 Def:1),0.0,h,1.0,202722.0,Bertans,D. Bertans,0.0,,,0.0,,Unknown,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/42/5c77c3d1-9170-9dc3-de1d-deaf649e8637_1280x720.mp4,28244,train-28244,PLAYER202722 DEFENSIVE REBOUND ,PLAYER202722,action135
43.0,Made Shot,PT07M26.00S,Aldridge 1' Driving Layup (6 PTS) (Bertans 1 AST),1.0,h,1.0,200746.0,Aldridge,L. Aldridge,24.0,12,12,1.0,Made,Driving Layup Shot,1610612759.0,SAS,1.0,4.0,-6.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/43/b710b8ad-5063-e2a1-3202-943e7def49ce_1280x720.mp4,28245,train-28245,PLAYER200746 1' Driving Layup (PLAYER202722 AST),PLAYER200746 PLAYER202722,action53
48.0,Made Shot,PT07M04.00S,James 1' Layup (6 PTS),1.0,v,1.0,2544.0,James,L. James,26.0,14,12,1.0,Made,Layup Shot,1610612747.0,LAL,1.0,0.0,-6.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/48/c8f950ae-c960-078c-b426-c69b00b82031_1280x720.mp4,28246,train-28246,PLAYER2544 1' Layup ,PLAYER2544,action64
49.0,Missed Shot,PT06M46.00S,MISS Aldridge 8' Hook Shot,1.0,h,1.0,200746.0,Aldridge,L. Aldridge,0.0,,,8.0,Missed,Hook Shot,1610612759.0,SAS,1.0,27.0,79.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/49/ae3ee523-92b2-2bba-9ca2-8538f9dd90d8_1280x720.mp4,28247,train-28247,MISS PLAYER200746 8' Hook Shot,PLAYER200746,action107
51.0,Defensive Rebound,PT06M43.00S,James REBOUND (Off:0 Def:2),0.0,v,1.0,2544.0,James,L. James,0.0,,,0.0,,Unknown,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/51/922e5a02-dc2e-ab06-0d9e-80321fdefc4d_1280x720.mp4,28248,train-28248,PLAYER2544 DEFENSIVE REBOUND ,PLAYER2544,action135
52.0,Made Shot,PT06M40.00S,McGee 2' Hook Shot (2 PTS) (James 2 AST),1.0,v,1.0,201580.0,McGee,J. McGee,28.0,16,12,2.0,Made,Hook Shot,1610612747.0,LAL,1.0,0.0,19.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/52/e9a56aff-b8c9-97b2-f573-bc69ab9703d9_1280x720.mp4,28249,train-28249,PLAYER201580 2' Hook Shot (PLAYER2544 AST),PLAYER201580 PLAYER2544,action61
54.0,Missed Shot,PT06M22.00S,MISS Bertans 26' 3PT Jump Shot,1.0,h,1.0,202722.0,Bertans,D. Bertans,0.0,,,26.0,Missed,Jump Shot,1610612759.0,SAS,1.0,-172.0,190.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/54/916b3fbc-c7c1-1245-6e2d-e1525ccb59fb_1280x720.mp4,28250,train-28250,MISS PLAYER202722 26' 3PT Jump Shot,PLAYER202722,action109
55.0,Offensive Rebound,PT06M19.00S,Cunningham REBOUND (Off:1 Def:0),0.0,h,1.0,201967.0,Cunningham,D. Cunningham,0.0,,,0.0,,Unknown,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/55/70f9ad3f-b559-b168-2a4d-31f1ec64644d_1280x720.mp4,28251,train-28251,PLAYER201967 OFFENSIVE REBOUND ,PLAYER201967,action135
56.0,Turnover,PT06M17.00S,DeRozan Step Out of Bounds Turnover (P1.T2),0.0,h,1.0,201942.0,DeRozan,D. DeRozan,0.0,,,0.0,,Step Out of Bounds Turnover,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/56/65a40b4e-f4e2-748a-f71d-3bb5d630c44b_1280x720.mp4,28252,train-28252,PLAYER201942 Step Out of Bounds Turnover ,PLAYER201942,action162
65.0,Missed Shot,PT06M06.00S,MISS Kuzma 26' 3PT Jump Shot,1.0,v,1.0,1628398.0,Kuzma,K. Kuzma,0.0,,,26.0,Missed,Jump Shot,1610612747.0,LAL,1.0,147.0,210.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/65/f3e00ee2-c7d5-5427-db6c-86d0eabd6c0a_1280x720.mp4,28253,train-28253,MISS PLAYER1628398 26' 3PT Jump Shot,PLAYER1628398,action109
66.0,Defensive Rebound,PT06M01.00S,DeRozan REBOUND (Off:0 Def:2),0.0,h,1.0,201942.0,DeRozan,D. DeRozan,0.0,,,0.0,,Unknown,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/66/b89bda71-b7dc-d679-958a-9e007d412f3a_1280x720.mp4,28254,train-28254,PLAYER201942 DEFENSIVE REBOUND ,PLAYER201942,action135
67.0,Made Shot,PT05M49.00S,DeRozan 1' Driving Layup (4 PTS),1.0,h,1.0,201942.0,DeRozan,D. DeRozan,30.0,16,14,1.0,Made,Driving Layup Shot,1610612759.0,SAS,1.0,3.0,8.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/67/f46090cd-47bd-9aff-c20e-1639dddb0db1_1280x720.mp4,28255,train-28255,PLAYER201942 1' Driving Layup ,PLAYER201942,action53
68.0,Foul,PT05M32.00S,Gay S.FOUL (P1.T1) (G.Petraitis),0.0,h,1.0,200752.0,Gay,R. Gay,0.0,,,0.0,,Shooting,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/68/bb89230d-38b5-31ee-5a3f-00079e04552e_1280x720.mp4,28256,train-28256,PLAYER200752 S.FOUL ,PLAYER200752,action18
77.0,Missed Shot,PT05M18.00S,MISS DeRozan 15' Turnaround Jump Shot,1.0,h,1.0,201942.0,DeRozan,D. DeRozan,0.0,,,15.0,Missed,Turnaround Jump Shot,1610612759.0,SAS,1.0,-153.0,18.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/77/88fb9d62-5155-2eca-4b14-2ccdc2fc20b1_1280x720.mp4,28257,train-28257,MISS PLAYER201942 15' Turnaround Jump Shot,PLAYER201942,action133
78.0,Offensive Rebound,PT05M14.00S,Gay REBOUND (Off:1 Def:0),0.0,h,1.0,200752.0,Gay,R. Gay,0.0,,,0.0,,Unknown,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/78/5639cd2f-66e7-3891-2bf3-da50e2825155_1280x720.mp4,28258,train-28258,PLAYER200752 OFFENSIVE REBOUND ,PLAYER200752,action135
80.0,Missed Shot,PT05M04.00S,MISS Aldridge 18' Pullup Jump Shot,1.0,h,1.0,200746.0,Aldridge,L. Aldridge,0.0,,,18.0,Missed,Pullup Jump shot,1610612759.0,SAS,1.0,18.0,183.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/80/e461359c-49f2-1861-cc0e-4e420537e41d_1280x720.mp4,28259,train-28259,MISS PLAYER200746 18' Pullup Jump Shot,PLAYER200746,action111
81.0,Rebound,PT05M03.00S,SPURS Rebound,0.0,h,1.0,1610612759.0,,,0.0,,,0.0,,Unknown,0.0,,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/81/f1c6a835-c7e3-fead-2f26-b2ea389004cb_1280x720.mp4,28260,train-28260,SPURS Rebound,,action135
82.0,Foul,PT05M03.00S,Stephenson P.FOUL (P1.T3) (J.Capers),0.0,v,1.0,202362.0,Stephenson,L. Stephenson,0.0,,,0.0,,Personal,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/82/fe5c1821-e636-3058-6397-f1834d24b928_1280x720.mp4,28261,train-28261,PLAYER202362 P.FOUL ,PLAYER202362,action16
84.0,Made Shot,PT04M51.00S,Mills 5' Driving Floating Jump Shot (2 PTS) (DeRozan 1 AST),1.0,h,1.0,201988.0,Mills,P. Mills,33.0,17,16,5.0,Made,Driving Floating Jump Shot,1610612759.0,SAS,1.0,-13.0,53.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/84/7d2a118f-70b8-d40b-e568-c7cdb522b56d_1280x720.mp4,28262,train-28262,PLAYER201988 5' Driving Floating Jump Shot (PLAYER201942 AST),PLAYER201988 PLAYER201942,action51
87.0,Foul,PT04M32.00S,Aldridge S.FOUL (P1.T2) (J.DeRosa),0.0,h,1.0,200746.0,Aldridge,L. Aldridge,0.0,,,0.0,,Shooting,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/87/c9fb378c-1b39-0125-0c20-7ee50074d677_1280x720.mp4,28263,train-28263,PLAYER200746 S.FOUL ,PLAYER200746,action18
94.0,Foul,PT04M13.00S,James S.FOUL (P1.T4) (J.Capers),0.0,v,1.0,2544.0,James,L. James,0.0,,,0.0,,Shooting,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/94/672036c6-b760-bfcd-8e76-093d559252a5_1280x720.mp4,28264,train-28264,PLAYER2544 S.FOUL ,PLAYER2544,action18
103.0,Made Shot,PT04M01.00S,Stephenson 17' Step Back Jump Shot (2 PTS),1.0,v,1.0,202362.0,Stephenson,L. Stephenson,38.0,21,17,17.0,Made,Step Back Jump shot,1610612747.0,LAL,1.0,-139.0,105.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/103/53b30e92-8299-4494-468e-db4413ced703_1280x720.mp4,28265,train-28265,PLAYER202362 17' Step Back Jump Shot ,PLAYER202362,action80
104.0,Made Shot,PT03M47.00S,Aldridge Cutting Layup Shot (8 PTS) (Forbes 1 AST),1.0,h,1.0,200746.0,Aldridge,L. Aldridge,40.0,21,19,0.0,Made,Cutting Layup Shot,1610612759.0,SAS,1.0,0.0,-4.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/104/610a54e1-7bf2-eccc-a128-16119c94c431_1280x720.mp4,28266,train-28266,PLAYER200746 Cutting Layup Shot (PLAYER1627854 AST),PLAYER200746 PLAYER1627854,action46
106.0,Turnover,PT03M36.00S,Stephenson Lost Ball Turnover (P1.T3),0.0,v,1.0,202362.0,Stephenson,L. Stephenson,0.0,,,0.0,,Lost Ball,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/106/de4b4d55-5ac9-fc3e-5d32-fc1aea841b4a_1280x720.mp4,28267,train-28267,PLAYER202362 Lost PLAYER1628366 Turnover ,PLAYER202362 PLAYER1628366,action153
108.0,Turnover,PT03M22.00S,Aldridge Lost Ball Turnover (P1.T3),0.0,h,1.0,200746.0,Aldridge,L. Aldridge,0.0,,,0.0,,Lost Ball,1610612759.0,SAS,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/108/a59a58bd-1ef6-2193-7525-2084bbef8e3f_1280x720.mp4,28268,train-28268,PLAYER200746 Lost PLAYER1628366 Turnover ,PLAYER200746 PLAYER1628366,action153
111.0 </> 112.0,Missed Shot </> Defensive Rebound,PT03M10.00S </> PT03M08.00S,MISS Hart 3PT Jump Bank Shot </> Mills REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,1628404.0 </> 201988.0,Hart </> Mills,J. Hart </> P. Mills,0.0 </> 0.0, </> , </> ,0.0 </> 0.0,Missed </> ,Jump Bank Shot </> Unknown,1610612747.0 </> 1610612759.0,LAL </> SAS,1.0 </> 1.0,-221.0 </> 0.0,-4.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/111/d772d2e0-2dbc-d863-4708-54e9aacdfa3a_1280x720.mp4 ,28269 </> 28270,train-28269 </> train-28270,MISS PLAYER1628404 3PT Jump Bank Shot </> PLAYER201988 DEFENSIVE REBOUND ,PLAYER1628404 </> PLAYER201988,action108 </> action135
111.0 </> 112.0,Missed Shot </> Defensive Rebound,PT03M10.00S </> PT03M08.00S,MISS Hart 3PT Jump Bank Shot </> Mills REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,1628404.0 </> 201988.0,Hart </> Mills,J. Hart </> P. Mills,0.0 </> 0.0, </> , </> ,0.0 </> 0.0,Missed </> ,Jump Bank Shot </> Unknown,1610612747.0 </> 1610612759.0,LAL </> SAS,1.0 </> 1.0,-221.0 </> 0.0,-4.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/112/1d4e2ac0-68d5-742f-0737-b0648441ab7d_1280x720.mp4,28269 </> 28270,train-28269 </> train-28270,MISS PLAYER1628404 3PT Jump Bank Shot </> PLAYER201988 DEFENSIVE REBOUND ,PLAYER1628404 </> PLAYER201988,action108 </> action135
113.0,Foul,PT03M08.00S,Rondo P.FOUL (P1.PN) (J.Capers),0.0,v,1.0,200765.0,Rondo,R. Rondo,0.0,,,0.0,,Personal,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/113/77252c5c-04d4-f74f-b9c2-2434a1cd948f_1280x720.mp4,28271,train-28271,PLAYER200765 P.FOUL ,PLAYER200765,action16
119.0,Made Shot,PT02M56.00S,Stephenson 24' 3PT Jump Shot (5 PTS) (Caldwell-Pope 1 AST),1.0,v,1.0,202362.0,Stephenson,L. Stephenson,45.0,24,21,24.0,Made,Jump Shot,1610612747.0,LAL,1.0,232.0,69.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/119/0d0cf7fa-448d-843b-d17d-75244fddf140_1280x720.mp4,28272,train-28272,PLAYER202362 24' 3PT Jump Shot (PLAYER203484 AST),PLAYER202362 PLAYER203484,action63
124.0,Missed Shot,PT02M41.00S,MISS Gay 1' Driving Finger Roll Layup,1.0,h,1.0,200752.0,Gay,R. Gay,0.0,,,1.0,Missed,Driving Finger Roll Layup Shot,1610612759.0,SAS,1.0,-13.0,5.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/124/f5d76a29-f9c1-1421-1891-751c64af4294_1280x720.mp4,28273,train-28273,MISS PLAYER200752 1' Driving Finger Roll Layup,PLAYER200752,action95
126.0,Defensive Rebound,PT02M38.00S,Stephenson REBOUND (Off:0 Def:1),0.0,v,1.0,202362.0,Stephenson,L. Stephenson,0.0,,,0.0,,Unknown,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/126/de4a1101-89cb-57bd-bd05-e96ccc16b3c4_1280x720.mp4,28274,train-28274,PLAYER202362 DEFENSIVE REBOUND ,PLAYER202362,action135
127.0,Made Shot,PT02M31.00S,Rondo 24' 3PT Jump Shot (3 PTS) (Stephenson 1 AST),1.0,v,1.0,200765.0,Rondo,R. Rondo,48.0,27,21,24.0,Made,Jump Shot,1610612747.0,LAL,1.0,235.0,47.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/127/b1422dc0-6e8f-8efb-00e0-53b0b654619c_1280x720.mp4,28275,train-28275,PLAYER200765 24' 3PT Jump Shot (PLAYER202362 AST),PLAYER200765 PLAYER202362,action63
129.0,Missed Shot,PT02M18.00S,MISS Mills 21' Jump Shot,1.0,h,1.0,201988.0,Mills,P. Mills,0.0,,,21.0,Missed,Jump Shot,1610612759.0,SAS,1.0,-74.0,193.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/129/2b329848-da5a-6ef5-18e9-af4b3fedfb47_1280x720.mp4,28276,train-28276,MISS PLAYER201988 21' Jump Shot,PLAYER201988,action109
130.0,Defensive Rebound,PT02M18.00S,McGee REBOUND (Off:0 Def:2),0.0,v,1.0,201580.0,McGee,J. McGee,0.0,,,0.0,,Unknown,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/130/fff9d68f-ccec-825f-f790-e819f6ab49e0_1280x720.mp4,28277,train-28277,PLAYER201580 DEFENSIVE REBOUND ,PLAYER201580,action135
131.0,Made Shot,PT02M09.00S,Caldwell-Pope 12' Pullup Jump Shot (2 PTS),1.0,v,1.0,203484.0,Caldwell-Pope,K. Caldwell-Pope,50.0,29,21,12.0,Made,Pullup Jump shot,1610612747.0,LAL,1.0,-122.0,3.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/131/44271478-408a-e393-e61e-c84c82a0c461_1280x720.mp4,28278,train-28278,PLAYER203484 12' Pullup Jump Shot ,PLAYER203484,action65
132.0,Missed Shot,PT01M57.00S,MISS Gasol 25' 3PT Jump Shot,1.0,h,1.0,2200.0,Gasol,P. Gasol,0.0,,,25.0,Missed,Jump Shot,1610612759.0,SAS,1.0,-16.0,251.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/132/182ec677-a0e8-c89f-066e-05f302b49604_1280x720.mp4,28279,train-28279,MISS PLAYER2200 25' 3PT Jump Shot,PLAYER2200,action109
133.0,Defensive Rebound,PT01M57.00S,Caldwell-Pope REBOUND (Off:0 Def:1),0.0,v,1.0,203484.0,Caldwell-Pope,K. Caldwell-Pope,0.0,,,0.0,,Unknown,1610612747.0,LAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/133/514b1ef1-1ccc-5656-251b-3f016461a44b_1280x720.mp4,28280,train-28280,PLAYER203484 DEFENSIVE REBOUND ,PLAYER203484,action135
134.0,Made Shot,PT01M47.00S,Stephenson 1' Driving Layup (7 PTS),1.0,v,1.0,202362.0,Stephenson,L. Stephenson,52.0,31,21,1.0,Made,Driving Layup Shot,1610612747.0,LAL,1.0,-3.0,9.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/134/f6b3cfad-05a7-4321-9b06-eb3063e66e94_1280x720.mp4,28281,train-28281,PLAYER202362 1' Driving Layup ,PLAYER202362,action53
135.0,Made Shot,PT01M33.00S,Forbes 6' Driving Floating Jump Shot (6 PTS),1.0,h,1.0,1627854.0,Forbes,B. Forbes,54.0,31,23,6.0,Made,Driving Floating Jump Shot,1610612759.0,SAS,1.0,36.0,42.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/135/a8c1e4c2-5f50-cfc7-2043-9ad400911c5c_1280x720.mp4,28282,train-28282,PLAYER1627854 6' Driving Floating Jump Shot ,PLAYER1627854,action51
136.0 </> 138.0,Foul </> Turnover,PT01M24.00S </> PT01M24.00S,McGee OFF.Foul (P1) (J.Capers) </> McGee Offensive Foul Turnover (P2.T4),0.0 </> 0.0,v </> v,1.0 </> 1.0,201580.0 </> 201580.0,McGee </> McGee,J. McGee </> J. McGee,0.0 </> 0.0, </> , </> ,0.0 </> 0.0, </> ,Offensive </> Offensive Foul Turnover,1610612747.0 </> 1610612747.0,LAL </> LAL,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/136/b723ee35-c003-7e5b-8327-022471741924_1280x720.mp4 ,28283 </> 28284,train-28283 </> train-28284,PLAYER201580 OFF.Foul  </> PLAYER201580 Offensive Foul Turnover ,PLAYER201580 </> PLAYER201580,action14 </> action155
136.0 </> 138.0,Foul </> Turnover,PT01M24.00S </> PT01M24.00S,McGee OFF.Foul (P1) (J.Capers) </> McGee Offensive Foul Turnover (P2.T4),0.0 </> 0.0,v </> v,1.0 </> 1.0,201580.0 </> 201580.0,McGee </> McGee,J. McGee </> J. McGee,0.0 </> 0.0, </> , </> ,0.0 </> 0.0, </> ,Offensive </> Offensive Foul Turnover,1610612747.0 </> 1610612747.0,LAL </> LAL,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/27/0021800082/138/a31291c2-c620-4d51-f20a-c1a437ece078_1280x720.mp4,28283 </> 28284,train-28283 </> train-28284,PLAYER201580 OFF.Foul  </> PLAYER201580 Offensive Foul Turnover ,PLAYER201580 </> PLAYER201580,action14 </> action155
